ESCH COLI      0513-81 01000000010000110011000110110100000011110010011
ESCH COLI      3413-87 11000001111000110010000110110100000011010010001
ESCH COLI      0269-82 01000000111010110011000110110100000011110010011
ESCH COLI      0166-79 11000001010000110010000110111100001011110010001
ESCH COLI      1929-80 11000001110000110011000110111100001011110010001
ESCH COLI      3005-78 11000000111000110011000110110100000011110010001
ESCH COLI      0522-84 11000001010000110011000110111100001011110010001
ESCH COLI      0138-83 11000000011000110010000110111100001011110010011
ESCH COLI      3146-86 11000000110000110010001110111100001011110010001
ESCH COLI      0867-78 01000001011000110010000110111100001011110010001
ESCH COLI      0373-82 01000001011000110011001110111100000011110010011
ESCH COLI      0251-81 11000000011000110011000110110100001011100010001
ESCH COLI      3154-88 11000001111000110011000110110100000001110010011
ESCH COLI      0332-83 11000000111000110111000110111100001011100010001
ESCH COLI      2268-81 10000001110000111000100010111100001001110010101
ESCH COLI      1163-80 10000001011000111000000010111100001000110010111
ESCH COLI      1979-80 10000001111000111000000010111100000011110010111
ESCH COLI      1468-83 10000000010000111000000110111100001011110010101
ESCH COLI      1164-80 10000001011000111000000010111100001010110010101
ESCH COLI      0544-83 00000001011000111000000010111100001001110010111
ESCH COLI      3205-88 11000000011000110011011100111000000011100010101
ESCH COLI      1738-81 11000001010000111111000110111100000011110010101
ESCH COLI      1279-79 10000001111000111000000010111100001010110010101
ESCH COLI      0545-83 10000001011000111000000010111100001011110010101
ESCH COLI      2835-81 11000000010000111010000110111100001010110010111
ESCH COLI      2834-81 11000000010000111010000110111100001010110010111
ESCH COLI      0436-78 01000000010000111001000110111100000011110010101
ESCH COLI      2833-81 11000000010000111010000110111100001010110010101
ESCH COLI      3256-87 11000100010000111011000110111100000011110010101
ESCH COLI      3255-87 11000100110000111011000110111100000011110010101
ESCH COLI      2702-79 11000100110000111011000110111100000011110010101
ESCH COLI      3343-87 11000000110000110010000110111100001011110010101
ESCH COLI      3000-81 11000000110000110010000110111100001011110110101
ESCH COLI      0153-78 01000001010000110010000110111100001011010010101
ESCH COLI      3130-86 01000000011000111010000010111100001010110010101
ESCH COLI      2085-81 11000000111000110011000010111100000011110011111
ESCH COLI      2594-80 11000001111000111000000010111100001001110010111
ESCH COLI      1159-79 11000001010000111011000110110100000011110011111
ESCH COLI      3235-88 11000001110000110010000110111100001011110010101
ESCH COLI      1006-84 11000001111000111000000010111100001011110010111
ESCH COLI      0139-83 11000001111000110011000110111100010011110010101
ESCH COLI      0340-82 01000001111000110011000110111100000011110010111
ESCH COLI      0233-82 01000001111000110010000110111100001011110010111
ESCH COLI      0097-82 01000001111000110010000110111100001011110010111
ESCH COLI      2474-80 01000001111000110011000110111100000011110010101
ESCH COLI      3545-87 01000001111000110010000110111100001011110010101
ESCH COLI      3359-86 01000001111000110010000110111100001011110010101
ESCH COLI      2650-81 01000001111000110010000110111100001011110010101
ESCH COLI      1461-83 01000001111000110010000110111100001011110010101
ESCH COLI      1164-82 01000001111000110010000110111100001011110010101
ESCH COLI      1058-84 01000001111000110010000110111110001011110010101
ESCH COLI      3429-86 11000001111000110011001010111100001011110010101
ESCH COLI      3729-76 01000001011000111010000110111100000011110110001
ESCH COLI      3302-73 11000001011000111010010110011100000011110110001
ESCH COLI      2269-81 01010001110000110010100110111100000011110010101
ESCH COLI      1818-81 01000001011000110010000110111100001011100010101
ESCH COLI      0303-81 01000001010000110010000110111100001011110010111
ESCH COLI      2610-80 01000001011000110010000110111100001011110010101
ESCH COLI      1460-83 01000001011000110010000110111100001011110010101
ESCH COLI      3015-85 11000000110000111010001110111100001010100010111
ESCH COLI      2372-73 11000000011000111011000110111100000001110110101
ESCH COLI      3127-88 11000000111000110011000110110100000011110010101
ESCH COLI      1254-84 01000001110000110010000110111100011011110010111
ESCH COLI      3256-88 01000000111000111010101110111100000010110010101
ESCH COLI      1540-79 11000000011000111011000110111100000011100010111
ESCH COLI      0075-85 01000000111000110011000110110100001011100010101
ESCH COLI      1412-83 01000000011000111010000110110100001011110010111
ESCH COLI      0911-80 01000001010000110011000110111100001011110010111
ESCH COLI      0586-83 11000001110000110011000110111100001011110010111
ESCH COLI      2189-79 01000100110000111011000010111100001011110010111
ESCH COLI      0450-76 01000001011000111011000110111100001111110110001
ESCH COLI      1189-81 11000000111100111010000110011100001000110010111
HAFN ALVE      4597-84 10110001111011110110000011111110011010100010101
HAFN ALVE      2389-80 01100101011011110010100010111100010010100010111
