Vibrio harveyi                   0553 VIB 788                 011111010001010111000111001000110010111000101000000101010001100101111111000001011100011100001111
Vibrio harveyi                   0562 VIB 789                 011111110101010001000111000001110010000000101000000101000001001011111111010001011100011100001111
Vibrio harveyi                   0563 VIB 811                 011110110001010101000111001001110010001000101000000101000001000101111111000001011100011100001111
Vibrio harveyi                   0566 VIB 750                 011110010001010011000111000000010010000000101000000001000000000000111111000000011100011100001011
Vibrio harveyi                   0569 VIB 771                 011111110001010101000111001000010011100010101000000101010001101101111111000001011100011100001111
Vibrio harveyi                   0570 VIB 775                 011111110001010101000111001000110011100010101000001101010001101001111111000001011100011100001111
Vibrio harveyi                   0588 VIB 812                 011111110001010101000111000001110010000000101000000101000001000001111111000001011100011100001111
Vibrio harveyi                   0592 VIB 855                 011110110001010111000111001001010010100000101000000001000000001001111111000001001100011100001001
Vibrio harveyi                   0595 VIB 649                 011111110001010101000111000001110010001000101000000101000001000011111111000001011100011100001111
Vibrio harveyi                   0596 VIB 814                 011111110001010101000111001000110010100000101000000001000001000001110100000001011100011100001111
Vibrio harveyi                   0597 VIB 815                 001110010001010000010101001000010010000000101000000001000001000001111111000000001100001100001011
Vibrio harveyi                   0600 VIB 657                 011111010001010011000111000000010010000000100000000101000001000001111110000000011100011100001011
Vibrio harveyi                   0612 VIB 408 (PmH 2093 STC)  001111010001010111000111000000010011000000101000000101000001001011111111000001011100011100001111
Vibrio harveyi                   0628 TR 95                   000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Vibrio harveyi                   0644 KR 71                   000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Vibrio harveyi                   0666 TA 21 (VIB 185)         000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Vibrio harveyi                   0716 LH 25                   001100010001010101000111001000010010000000101000000001000001000001111111000001001100011100001011
Vibrio harveyi                   0717 LH 30                   001110010001010101000111000000010010000000001000000101000001000001111111000001001100011100001011
Vibrio harveyi                   0722 Lh 8                    001100010001010001000111000000010010000000001000000001000000000000011111000000001000011100001011
Vibrio harveyi                   0726 LH23                    001100010001010001000110001000010010000000101000000001000000000000111110000001001100110000001011
Vibrio harveyi                   0754 INCO 40                 011110010101010101000111001000010010100000101000000101000001001001111110000001011100011100001011
Vibrio harveyi                   0759 INCO 52                 001100010001010001000111000000010010000000001000000001000000000001110110000000001000011100000011
Vibrio harveyi                   0760 INCO 212                011111010101010111000111011000111011100000101000000101010001101111111111000101001100011100001111
Vibrio harveyi                   0761 INCO 225                011111010101010111000111011000110011100000101000000101010001101111111111000001011100011100001111
Vibrio harveyi                   0762 INCO 224                011111010001010111000111011000110010100000101000000101010001000001111111000001011100011000001111
Vibrio harveyi                   0763 INCO 223                011111010101010111000111011000111011100000101000000101010001101111111111000001011100011100001111
Vibrio harveyi                   0764 INCO 211                011111010001010111000111011000110011100000101000000101010001101111111111000001011100011100001111
Vibrio harveyi                   0765 INCO 235                011111010101010111000111011000110011100000101000000101010001101111111111000001011100011100001111
Vibrio harveyi                   0766 INCO 215                011111010001010111000101011000010011100000101000000001000001000001111110000001011100011100001111
Vibrio harveyi                   0774 INCO 245                011111010101010111000111011000110011100000101000000101010001101011111111000001001100011100001111
Vibrio harveyi                   0776 INCO 256                011111010101010111000111011000111011110000101000001101010001101111111111000001011100011100001111
Vibrio harveyi                   0780 INCO 255                011111010101010011000111011000110010100000101000000101010001000011111110000000011000011000001011
Vibrio harveyi                   0801 INCO 289                011111010101010111000111011000110011100000101000000101010001101011111111000001011100011100001111
Vibrio harveyi                   0804 INCO 288                011111010101010111000111011000110011110000101000000101010001101111111111000001011100011100001111
Vibrio harveyi                   0835 STD3-1050               001110010001010011000111000000010010100000101000000001000001000001111111000001011100011100001111
Vibrio harveyi                   0837 STD3-1065               011110010001010011000111000000010011100000100000000101000001000001111111000001011100011000001111
Vibrio harveyi                   0838 STD3-1078               001110010001010111000111000000010011100000101000000001010001000001111111000000011100011100001111
Vibrio harveyi                   0839 STD3-1060               001100010001010011000111000000010011100000101000000001010001000001111111000001011100011100001111
Vibrio harveyi                   0840 STD3-1045               001100010001010111000111000000010010000000101000000001000001000001111111000001011100011100001111
Vibrio harveyi                   0841 STD3-1043               001100010101010011000111000000010010000000101000000001000001000001111111000000011100011100001111
Vibrio harveyi                   0842 STD3-1055               011100010001011111000111101000111011000000101000000101000001010001111111000000011100011100001011
Vibrio harveyi                   0845 STD3-1037               001110010101010111000111000000010010100000101000000001010001100001111111000001011100011100001111
Vibrio harveyi                   0846 STD3-1012               001110010101010011000111000000010010100000101000000001000001100001111111000000011100011100001111
Vibrio harveyi                   0848 STD3-1030               001110010101010111000111000000010010100000101000000001000001000001111111000000011100011100001111
Vibrio harveyi                   0849 STD3-1013               001110010101010011000111000000010010100000101000000001000001000001111111000001011100011100001111
Vibrio harveyi                   0851 STD3-1021               001110010101010011000111000000010010100000101000000001010001000001111111000000011100011100001111
Vibrio harveyi                   0852 STD3-1014               011110010101010011000111000000010010100000100000000001000001000001111111000000011100011100001011
Vibrio harveyi                   0853 STD3-1020               001110010101010011000111000000010010100000101000000001000001000001111111000001011100011100001111
Vibrio harveyi                   0854 STD3-1026               001110010101010111000111000000010010100000101000000001010001100001111111000000011100011100001111
Vibrio harveyi                   0855 STD3-1075               001100010101010011000111010000010010000000101000000001000001000000011111000000011100010000001011
