V.      STD3-1008   VIB 187 000000010000000001000010000000010010000000100000000001000000000001111100000000001100010000001000
V. diazotrophicus   VIB 190 011100010000010011000110010000110010000000000000000000000000000000000000000000000000010100000000
V.        VIB 210   VIB 193 001100010001010101000110000000010010000000000000000001000000000001110110000000001100010100001011
V.        harveyi   VIB 185 010000010000010001000110000000110000000000100000000001000000000000111110000000011000010000000011
V. diazotrophicus   VIB 191 001100010001000001000110000000110000000000000000000000000000000000000000000000000000000000000000
V.        harveyi    VIB 23 000000110000000101000111000001110010001000101000000101000001000001111100000000011100000000001111
V.        harveyi    VIB 24 011000110000010101000111010001110010000000101000000101000001000001111110000000011100011100001111
V.        VIB 210   VIB 194 001000000000010001000110000000000000000000000000000101000000000001111110000000001100010100001000
V.        VIB 210   VIB 195 001100010000010001000110000000010000000000000000000001000000000001111110000000001100010000001000
V.        VIB 210   VIB 207 000000010000010001000111000000010010000000000000000001000001000001111110000000000100010000001011
V.        VIB 210   VIB 208 000000010000000000000100000000010000000000000000000001000000000001110000000000001100010000001000
V.        VIB 210   VIB 209 000100000000010101000111000000010010000000001000000001000001000001111110000000001100010100001011
V.        VIB 210   VIB 210 000100010001010100000101000000010010000000001000000101000001000001111110000000001100011100001010
V.        VIB 210   VIB 211 000000010000000101000111000000110010000000001000000001000001000001111110000000001100011100001011
V.        VIB 210   VIB 212 001100010000010101000110000000010010000000001000000101000001000001111110000000001100010100001010
V.VIB 213 diazotr   VIB 213 001000010001000001000111010000110000000000000000000000000000000000000000000000000000010000000000
V.        VIB 210   VIB 215 001100010000000001000110000000010010000000101000000001000000000001111110000000001100000100001010
V.      STD3-1057   VIB 218 011100010001010011000110000001110010000000000000000001000000000000110100000000001000010000000000
V.        VIB 210   VIB 223 001000000000010000000110000000010010000000001000000001000000000000010100000000001000010000000010
V.        VIB 210   VIB 224 000000010001000000000110000000110010000000001000000101000001000001111110000000001100000000001011
V.        VIB 210   VIB 225 001100010000010101000110000000010000000000000000000000000000000000000100000000001000010000000010
V.       hollisae  VIB 314R 011111010101010101000111011001110011110100100000001111010001110111111111111111001100111100111111
V.        harveyi   VIB 618 011111010001010111000111001000110011110000101000001101010001111111111111110001011100011100001111
V.     splendidus   VIB 612 011111010100010101000111011000110011000000100000001001010001000000011000000001000000010100001011
V.        VIB 534   VIB 611 011111010000000001000101010000010010000000100000000000000000000000000000000000000000010000000011
